date,time,unit,temperature,condition,species,quadrat,loggertype,rainfall,datetime,elapsed_time
7/24/22, 1:57:00 PM,C,43,B,SP,Q1,iButton,0,2022-07-24T11:57:00Z,2.95
7/24/22, 1:59:00 PM,C,43,B,SP,Q1,iButton,0,2022-07-24T11:59:00Z,2.9833333333333334
7/24/22, 2:01:00 PM,C,42.5,B,SP,Q1,iButton,0,2022-07-24T12:01:00Z,3.0166666666666666
7/24/22, 2:03:00 PM,C,42.5,B,SP,Q1,iButton,0,2022-07-24T12:03:00Z,3.05
7/24/22, 2:05:00 PM,C,42.5,B,SP,Q1,iButton,0,2022-07-24T12:05:00Z,3.0833333333333335
7/24/22, 2:07:00 PM,C,42.5,B,SP,Q1,iButton,0,2022-07-24T12:07:00Z,3.1166666666666667
7/24/22, 2:09:00 PM,C,42,B,SP,Q1,iButton,0,2022-07-24T12:09:00Z,3.15
7/24/22, 2:11:00 PM,C,42,B,SP,Q1,iButton,0,2022-07-24T12:11:00Z,3.183333333333333
7/24/22, 2:13:00 PM,C,42,B,SP,Q1,iButton,0,2022-07-24T12:13:00Z,3.216666666666667
7/24/22, 2:15:00 PM,C,42,B,SP,Q1,iButton,0,2022-07-24T12:15:00Z,3.25
7/24/22, 2:17:00 PM,C,42,B,SP,Q1,iButton,0,2022-07-24T12:17:00Z,3.283333333333333
7/24/22, 2:19:00 PM,C,42,B,SP,Q1,iButton,0,2022-07-24T12:19:00Z,3.316666666666667
7/24/22, 2:21:00 PM,C,42,B,SP,Q1,iButton,0,2022-07-24T12:21:00Z,3.35
7/24/22, 2:23:00 PM,C,42,B,SP,Q1,iButton,0,2022-07-24T12:23:00Z,3.3833333333333333
7/24/22, 2:25:00 PM,C,42,B,SP,Q1,iButton,0,2022-07-24T12:25:00Z,3.4166666666666665
7/24/22, 2:27:00 PM,C,42,B,SP,Q1,iButton,0,2022-07-24T12:27:00Z,3.45
7/24/22, 2:29:00 PM,C,42,B,SP,Q1,iButton,0,2022-07-24T12:29:00Z,3.4833333333333334
7/24/22, 2:31:00 PM,C,42,B,SP,Q1,iButton,0,2022-07-24T12:31:00Z,3.5166666666666666
7/24/22, 2:33:00 PM,C,42.5,B,SP,Q1,iButton,0,2022-07-24T12:33:00Z,3.55
7/24/22, 2:35:00 PM,C,42,B,SP,Q1,iButton,0,2022-07-24T12:35:00Z,3.5833333333333335
7/24/22, 2:37:00 PM,C,42.5,B,SP,Q1,iButton,0,2022-07-24T12:37:00Z,3.6166666666666667
7/24/22, 2:39:00 PM,C,42,B,SP,Q1,iButton,0,2022-07-24T12:39:00Z,3.65
7/24/22, 2:41:00 PM,C,42,B,SP,Q1,iButton,0,2022-07-24T12:41:00Z,3.683333333333333
7/24/22, 2:43:00 PM,C,41.5,B,SP,Q1,iButton,0,2022-07-24T12:43:00Z,3.716666666666667
7/24/22, 2:45:00 PM,C,41.5,B,SP,Q1,iButton,0,2022-07-24T12:45:00Z,3.75
7/24/22, 2:47:00 PM,C,41.5,B,SP,Q1,iButton,0,2022-07-24T12:47:00Z,3.783333333333333
7/24/22, 2:49:00 PM,C,41.5,B,SP,Q1,iButton,0,2022-07-24T12:49:00Z,3.816666666666667
7/24/22, 2:51:00 PM,C,41.5,B,SP,Q1,iButton,0,2022-07-24T12:51:00Z,3.85
7/24/22, 2:53:00 PM,C,41.5,B,SP,Q1,iButton,0,2022-07-24T12:53:00Z,3.8833333333333333
7/24/22, 2:55:00 PM,C,41.5,B,SP,Q1,iButton,0,2022-07-24T12:55:00Z,3.9166666666666665
7/24/22, 2:57:00 PM,C,41.5,B,SP,Q1,iButton,0,2022-07-24T12:57:00Z,3.95
7/24/22, 2:59:00 PM,C,41.5,B,SP,Q1,iButton,0,2022-07-24T12:59:00Z,3.9833333333333334
7/24/22, 3:01:00 PM,C,40.5,B,SP,Q1,iButton,0,2022-07-24T13:01:00Z,4.016666666666667
7/24/22, 3:03:00 PM,C,40,B,SP,Q1,iButton,0,2022-07-24T13:03:00Z,4.05
7/24/22, 3:05:00 PM,C,39.5,B,SP,Q1,iButton,0,2022-07-24T13:05:00Z,4.083333333333333
7/24/22, 3:07:00 PM,C,39,B,SP,Q1,iButton,0,2022-07-24T13:07:00Z,4.116666666666666
7/24/22, 3:09:00 PM,C,38.5,B,SP,Q1,iButton,0,2022-07-24T13:09:00Z,4.15
7/24/22, 3:11:00 PM,C,38,B,SP,Q1,iButton,0,2022-07-24T13:11:00Z,4.183333333333334
7/24/22, 3:13:00 PM,C,38.5,B,SP,Q1,iButton,0,2022-07-24T13:13:00Z,4.216666666666667
7/24/22, 3:15:00 PM,C,38.5,B,SP,Q1,iButton,0,2022-07-24T13:15:00Z,4.25
7/24/22, 3:17:00 PM,C,37.5,B,SP,Q1,iButton,0,2022-07-24T13:17:00Z,4.283333333333333
7/24/22, 3:19:00 PM,C,37,B,SP,Q1,iButton,0,2022-07-24T13:19:00Z,4.316666666666666
7/24/22, 3:21:00 PM,C,37,B,SP,Q1,iButton,0,2022-07-24T13:21:00Z,4.35
7/24/22, 3:23:00 PM,C,37,B,SP,Q1,iButton,0,2022-07-24T13:23:00Z,4.383333333333334
7/24/22, 3:25:00 PM,C,37,B,SP,Q1,iButton,0,2022-07-24T13:25:00Z,4.416666666666667
7/24/22, 3:27:00 PM,C,37.5,B,SP,Q1,iButton,0,2022-07-24T13:27:00Z,4.45
7/24/22, 3:29:00 PM,C,36.5,B,SP,Q1,iButton,0,2022-07-24T13:29:00Z,4.483333333333333
7/24/22, 3:31:00 PM,C,37.5,B,SP,Q1,iButton,0,2022-07-24T13:31:00Z,4.516666666666667
7/24/22, 3:33:00 PM,C,38,B,SP,Q1,iButton,0,2022-07-24T13:33:00Z,4.55
7/24/22, 3:35:00 PM,C,38.5,B,SP,Q1,iButton,0,2022-07-24T13:35:00Z,4.583333333333333
7/24/22, 3:37:00 PM,C,38.5,B,SP,Q1,iButton,0,2022-07-24T13:37:00Z,4.616666666666666
7/24/22, 3:39:00 PM,C,38.5,B,SP,Q1,iButton,0,2022-07-24T13:39:00Z,4.65
7/24/22, 3:41:00 PM,C,38.5,B,SP,Q1,iButton,0,2022-07-24T13:41:00Z,4.683333333333334
7/24/22, 3:43:00 PM,C,38.5,B,SP,Q1,iButton,0,2022-07-24T13:43:00Z,4.716666666666667
7/24/22, 3:45:00 PM,C,38.5,B,SP,Q1,iButton,0,2022-07-24T13:45:00Z,4.75
7/24/22, 3:47:00 PM,C,38.5,B,SP,Q1,iButton,0,2022-07-24T13:47:00Z,4.783333333333333
7/24/22, 3:49:00 PM,C,38,B,SP,Q1,iButton,0,2022-07-24T13:49:00Z,4.816666666666666
7/24/22, 3:51:00 PM,C,38,B,SP,Q1,iButton,0,2022-07-24T13:51:00Z,4.85
7/24/22, 3:53:00 PM,C,38,B,SP,Q1,iButton,0,2022-07-24T13:53:00Z,4.883333333333334
7/24/22, 3:55:00 PM,C,37.5,B,SP,Q1,iButton,0,2022-07-24T13:55:00Z,4.916666666666667
7/24/22, 3:57:00 PM,C,37.5,B,SP,Q1,iButton,0,2022-07-24T13:57:00Z,4.95
7/24/22, 3:59:00 PM,C,37.5,B,SP,Q1,iButton,0,2022-07-24T13:59:00Z,4.983333333333333
7/24/22, 4:01:00 PM,C,37.5,B,SP,Q1,iButton,0,2022-07-24T14:01:00Z,5.016666666666667
7/24/22, 4:03:00 PM,C,37.5,B,SP,Q1,iButton,0,2022-07-24T14:03:00Z,5.05
7/24/22, 4:05:00 PM,C,37.5,B,SP,Q1,iButton,0,2022-07-24T14:05:00Z,5.083333333333333
7/24/22, 4:07:00 PM,C,37.5,B,SP,Q1,iButton,0,2022-07-24T14:07:00Z,5.116666666666666
7/24/22, 4:09:00 PM,C,37.5,B,SP,Q1,iButton,0,2022-07-24T14:09:00Z,5.15
7/24/22, 4:11:00 PM,C,37.5,B,SP,Q1,iButton,0,2022-07-24T14:11:00Z,5.183333333333334
7/24/22, 4:13:00 PM,C,37,B,SP,Q1,iButton,0,2022-07-24T14:13:00Z,5.216666666666667
7/24/22, 4:15:00 PM,C,37,B,SP,Q1,iButton,0,2022-07-24T14:15:00Z,5.25
7/24/22, 4:17:00 PM,C,37,B,SP,Q1,iButton,0,2022-07-24T14:17:00Z,5.283333333333333
7/24/22, 4:19:00 PM,C,37,B,SP,Q1,iButton,0,2022-07-24T14:19:00Z,5.316666666666666
7/24/22, 4:21:00 PM,C,36.5,B,SP,Q1,iButton,0,2022-07-24T14:21:00Z,5.35
7/24/22, 4:23:00 PM,C,36.5,B,SP,Q1,iButton,0,2022-07-24T14:23:00Z,5.383333333333334
7/24/22, 4:25:00 PM,C,36.5,B,SP,Q1,iButton,0,2022-07-24T14:25:00Z,5.416666666666667
7/24/22, 4:27:00 PM,C,36.5,B,SP,Q1,iButton,0,2022-07-24T14:27:00Z,5.45
7/24/22, 4:29:00 PM,C,36.5,B,SP,Q1,iButton,0,2022-07-24T14:29:00Z,5.483333333333333
7/24/22, 4:31:00 PM,C,36,B,SP,Q1,iButton,0,2022-07-24T14:31:00Z,5.516666666666667
7/24/22, 4:33:00 PM,C,36,B,SP,Q1,iButton,0,2022-07-24T14:33:00Z,5.55
7/24/22, 4:35:00 PM,C,35.5,B,SP,Q1,iButton,0,2022-07-24T14:35:00Z,5.583333333333333
7/24/22, 4:37:00 PM,C,35.5,B,SP,Q1,iButton,0,2022-07-24T14:37:00Z,5.616666666666666
7/24/22, 4:39:00 PM,C,35.5,B,SP,Q1,iButton,0,2022-07-24T14:39:00Z,5.65
7/24/22, 4:41:00 PM,C,35,B,SP,Q1,iButton,0,2022-07-24T14:41:00Z,5.683333333333334
7/24/22, 4:43:00 PM,C,35,B,SP,Q1,iButton,0,2022-07-24T14:43:00Z,5.716666666666667
7/24/22, 4:45:00 PM,C,34.5,B,SP,Q1,iButton,0,2022-07-24T14:45:00Z,5.75
7/24/22, 4:47:00 PM,C,34.5,B,SP,Q1,iButton,0,2022-07-24T14:47:00Z,5.783333333333333
7/24/22, 4:49:00 PM,C,34.5,B,SP,Q1,iButton,0,2022-07-24T14:49:00Z,5.816666666666666
7/24/22, 4:51:00 PM,C,34.5,B,SP,Q1,iButton,0,2022-07-24T14:51:00Z,5.85
7/24/22, 4:53:00 PM,C,34,B,SP,Q1,iButton,0,2022-07-24T14:53:00Z,5.883333333333334
7/24/22, 4:55:00 PM,C,34,B,SP,Q1,iButton,0,2022-07-24T14:55:00Z,5.916666666666667
7/24/22, 4:57:00 PM,C,34,B,SP,Q1,iButton,0,2022-07-24T14:57:00Z,5.95
7/24/22, 4:59:00 PM,C,34,B,SP,Q1,iButton,0,2022-07-24T14:59:00Z,5.983333333333333
7/24/22, 5:01:00 PM,C,33.5,B,SP,Q1,iButton,0,2022-07-24T15:01:00Z,6.016666666666667
7/24/22, 5:03:00 PM,C,33.5,B,SP,Q1,iButton,0,2022-07-24T15:03:00Z,6.05
7/24/22, 5:05:00 PM,C,33.5,B,SP,Q1,iButton,0,2022-07-24T15:05:00Z,6.083333333333333
7/24/22, 5:07:00 PM,C,33,B,SP,Q1,iButton,0,2022-07-24T15:07:00Z,6.116666666666666
7/24/22, 5:09:00 PM,C,33,B,SP,Q1,iButton,0,2022-07-24T15:09:00Z,6.15
7/24/22, 5:11:00 PM,C,33,B,SP,Q1,iButton,0,2022-07-24T15:11:00Z,6.183333333333334
7/24/22, 5:13:00 PM,C,32.5,B,SP,Q1,iButton,0,2022-07-24T15:13:00Z,6.216666666666667
7/24/22, 5:15:00 PM,C,32.5,B,SP,Q1,iButton,0,2022-07-24T15:15:00Z,6.25
7/24/22, 5:17:00 PM,C,32,B,SP,Q1,iButton,0,2022-07-24T15:17:00Z,6.283333333333333
7/24/22, 5:19:00 PM,C,32,B,SP,Q1,iButton,0,2022-07-24T15:19:00Z,6.316666666666666
7/24/22, 5:21:00 PM,C,31.5,B,SP,Q1,iButton,0,2022-07-24T15:21:00Z,6.35
7/24/22, 5:23:00 PM,C,31.5,B,SP,Q1,iButton,0,2022-07-24T15:23:00Z,6.383333333333334
7/24/22, 5:25:00 PM,C,31.5,B,SP,Q1,iButton,0,2022-07-24T15:25:00Z,6.416666666666667
7/24/22, 5:27:00 PM,C,31.5,B,SP,Q1,iButton,0,2022-07-24T15:27:00Z,6.45
7/24/22, 5:29:00 PM,C,31,B,SP,Q1,iButton,0,2022-07-24T15:29:00Z,6.483333333333333
7/24/22, 5:31:00 PM,C,30.5,B,SP,Q1,iButton,0,2022-07-24T15:31:00Z,6.516666666666667
7/24/22, 5:33:00 PM,C,30.5,B,SP,Q1,iButton,0,2022-07-24T15:33:00Z,6.55
7/24/22, 5:35:00 PM,C,30,B,SP,Q1,iButton,0,2022-07-24T15:35:00Z,6.583333333333333
7/24/22, 5:37:00 PM,C,30,B,SP,Q1,iButton,0,2022-07-24T15:37:00Z,6.616666666666666
7/24/22, 5:39:00 PM,C,29.5,B,SP,Q1,iButton,0,2022-07-24T15:39:00Z,6.65
7/24/22, 5:41:00 PM,C,29.5,B,SP,Q1,iButton,0,2022-07-24T15:41:00Z,6.683333333333334
7/24/22, 5:43:00 PM,C,29.5,B,SP,Q1,iButton,0,2022-07-24T15:43:00Z,6.716666666666667
7/24/22, 5:45:00 PM,C,29,B,SP,Q1,iButton,0,2022-07-24T15:45:00Z,6.75
7/24/22, 5:47:00 PM,C,29,B,SP,Q1,iButton,0,2022-07-24T15:47:00Z,6.783333333333333
7/24/22, 5:49:00 PM,C,28.5,B,SP,Q1,iButton,0,2022-07-24T15:49:00Z,6.816666666666666
7/24/22, 5:51:00 PM,C,28.5,B,SP,Q1,iButton,0,2022-07-24T15:51:00Z,6.85
7/24/22, 5:53:00 PM,C,28,B,SP,Q1,iButton,0,2022-07-24T15:53:00Z,6.883333333333334
7/24/22, 5:55:00 PM,C,28,B,SP,Q1,iButton,0,2022-07-24T15:55:00Z,6.916666666666667
7/24/22, 5:57:00 PM,C,27.5,B,SP,Q1,iButton,0,2022-07-24T15:57:00Z,6.95
7/24/22, 5:59:00 PM,C,27.5,B,SP,Q1,iButton,0,2022-07-24T15:59:00Z,6.983333333333333
7/24/22, 6:01:00 PM,C,27,B,SP,Q1,iButton,0,2022-07-24T16:01:00Z,7.016666666666667
7/24/22, 6:03:00 PM,C,27,B,SP,Q1,iButton,0,2022-07-24T16:03:00Z,7.05
7/24/22, 6:05:00 PM,C,26.5,B,SP,Q1,iButton,0,2022-07-24T16:05:00Z,7.083333333333333
7/24/22, 6:07:00 PM,C,26.5,B,SP,Q1,iButton,0,2022-07-24T16:07:00Z,7.116666666666666
7/24/22, 6:09:00 PM,C,26,B,SP,Q1,iButton,0,2022-07-24T16:09:00Z,7.15
7/24/22, 6:11:00 PM,C,25.5,B,SP,Q1,iButton,0,2022-07-24T16:11:00Z,7.183333333333334
7/24/22, 6:13:00 PM,C,25.5,B,SP,Q1,iButton,0,2022-07-24T16:13:00Z,7.216666666666667
7/24/22, 6:15:00 PM,C,25.5,B,SP,Q1,iButton,0,2022-07-24T16:15:00Z,7.25
7/24/22, 6:17:00 PM,C,25,B,SP,Q1,iButton,0,2022-07-24T16:17:00Z,7.283333333333333
7/24/22, 6:19:00 PM,C,25,B,SP,Q1,iButton,0,2022-07-24T16:19:00Z,7.316666666666666
7/24/22, 6:21:00 PM,C,25,B,SP,Q1,iButton,0,2022-07-24T16:21:00Z,7.35
7/24/22, 6:23:00 PM,C,24.5,B,SP,Q1,iButton,0,2022-07-24T16:23:00Z,7.383333333333334
7/24/22, 6:25:00 PM,C,24.5,B,SP,Q1,iButton,0,2022-07-24T16:25:00Z,7.416666666666667
7/24/22, 6:27:00 PM,C,24.5,B,SP,Q1,iButton,0,2022-07-24T16:27:00Z,7.45
7/24/22, 6:29:00 PM,C,24,B,SP,Q1,iButton,0,2022-07-24T16:29:00Z,7.483333333333333
7/24/22, 6:31:00 PM,C,24,B,SP,Q1,iButton,0,2022-07-24T16:31:00Z,7.516666666666667
7/24/22, 6:33:00 PM,C,23.5,B,SP,Q1,iButton,0,2022-07-24T16:33:00Z,7.55
7/24/22, 6:35:00 PM,C,23.5,B,SP,Q1,iButton,0,2022-07-24T16:35:00Z,7.583333333333333
7/24/22, 6:37:00 PM,C,23.5,B,SP,Q1,iButton,0,2022-07-24T16:37:00Z,7.616666666666666
7/24/22, 6:39:00 PM,C,23.5,B,SP,Q1,iButton,0,2022-07-24T16:39:00Z,7.65
7/24/22, 6:41:00 PM,C,23,B,SP,Q1,iButton,0,2022-07-24T16:41:00Z,7.683333333333334
7/24/22, 6:43:00 PM,C,23,B,SP,Q1,iButton,0,2022-07-24T16:43:00Z,7.716666666666667
7/24/22, 6:45:00 PM,C,23,B,SP,Q1,iButton,0,2022-07-24T16:45:00Z,7.75
7/24/22, 6:47:00 PM,C,22.5,B,SP,Q1,iButton,0,2022-07-24T16:47:00Z,7.783333333333333
7/24/22, 6:49:00 PM,C,22.5,B,SP,Q1,iButton,0,2022-07-24T16:49:00Z,7.816666666666666
7/24/22, 6:51:00 PM,C,22.5,B,SP,Q1,iButton,0,2022-07-24T16:51:00Z,7.85
7/24/22, 6:53:00 PM,C,22.5,B,SP,Q1,iButton,0,2022-07-24T16:53:00Z,7.883333333333334
7/24/22, 6:55:00 PM,C,22,B,SP,Q1,iButton,0,2022-07-24T16:55:00Z,7.916666666666667
7/24/22, 6:57:00 PM,C,22,B,SP,Q1,iButton,0,2022-07-24T16:57:00Z,7.95
7/24/22, 6:59:00 PM,C,22,B,SP,Q1,iButton,0,2022-07-24T16:59:00Z,7.983333333333333
