date,time,temperature,depth,quadrat,loggertype,rainfall,datetime,elapsed_time
7/30/22,13:34:00,24.5,D0,Q1,iButton,0,2022-07-30T11:34:00Z,1.5666666666666667
7/30/22,13:36:00,24,D0,Q1,iButton,0,2022-07-30T11:36:00Z,1.6
7/30/22,13:38:00,24,D0,Q1,iButton,0,2022-07-30T11:38:00Z,1.6333333333333333
7/30/22,13:40:00,24.5,D0,Q1,iButton,0,2022-07-30T11:40:00Z,1.6666666666666667
7/30/22,13:42:00,25,D0,Q1,iButton,0,2022-07-30T11:42:00Z,1.7
7/30/22,13:44:00,24.5,D0,Q1,iButton,0,2022-07-30T11:44:00Z,1.7333333333333334
7/30/22,13:46:00,24.5,D0,Q1,iButton,0,2022-07-30T11:46:00Z,1.7666666666666666
7/30/22,13:48:00,25,D0,Q1,iButton,0,2022-07-30T11:48:00Z,1.8
7/30/22,13:50:00,25,D0,Q1,iButton,0,2022-07-30T11:50:00Z,1.8333333333333333
7/30/22,13:52:00,24.5,D0,Q1,iButton,0,2022-07-30T11:52:00Z,1.8666666666666667
7/30/22,13:54:00,24.5,D0,Q1,iButton,0,2022-07-30T11:54:00Z,1.9
7/30/22,13:56:00,24.5,D0,Q1,iButton,0,2022-07-30T11:56:00Z,1.9333333333333333
7/30/22,13:58:00,25,D0,Q1,iButton,0,2022-07-30T11:58:00Z,1.9666666666666666
7/30/22,14:00:00,24,D0,Q1,iButton,0,2022-07-30T12:00:00Z,2
7/30/22,14:02:00,24,D0,Q1,iButton,0,2022-07-30T12:02:00Z,2.033333333333333
7/30/22,14:04:00,24,D0,Q1,iButton,0,2022-07-30T12:04:00Z,2.066666666666667
7/30/22,14:06:00,24.5,D0,Q1,iButton,0,2022-07-30T12:06:00Z,2.1
7/30/22,14:08:00,24.5,D0,Q1,iButton,0,2022-07-30T12:08:00Z,2.1333333333333333
7/30/22,14:10:00,24,D0,Q1,iButton,0,2022-07-30T12:10:00Z,2.1666666666666665
7/30/22,14:12:00,23.5,D0,Q1,iButton,0,2022-07-30T12:12:00Z,2.2
7/30/22,14:14:00,23.5,D0,Q1,iButton,0,2022-07-30T12:14:00Z,2.2333333333333334
7/30/22,14:16:00,23.5,D0,Q1,iButton,0,2022-07-30T12:16:00Z,2.2666666666666666
7/30/22,14:18:00,23,D0,Q1,iButton,0,2022-07-30T12:18:00Z,2.3
7/30/22,14:20:00,23.5,D0,Q1,iButton,0,2022-07-30T12:20:00Z,2.3333333333333335
7/30/22,14:22:00,23.5,D0,Q1,iButton,0,2022-07-30T12:22:00Z,2.3666666666666667
7/30/22,14:24:00,23.5,D0,Q1,iButton,0,2022-07-30T12:24:00Z,2.4
7/30/22,14:26:00,24,D0,Q1,iButton,0,2022-07-30T12:26:00Z,2.433333333333333
7/30/22,14:28:00,24,D0,Q1,iButton,0,2022-07-30T12:28:00Z,2.466666666666667
7/30/22,14:30:00,24,D0,Q1,iButton,0,2022-07-30T12:30:00Z,2.5
7/30/22,14:32:00,24,D0,Q1,iButton,0,2022-07-30T12:32:00Z,2.533333333333333
7/30/22,14:34:00,24,D0,Q1,iButton,0,2022-07-30T12:34:00Z,2.566666666666667
7/30/22,14:36:00,23.5,D0,Q1,iButton,0,2022-07-30T12:36:00Z,2.6
7/30/22,14:38:00,23.5,D0,Q1,iButton,0,2022-07-30T12:38:00Z,2.6333333333333333
7/30/22,14:40:00,24,D0,Q1,iButton,0,2022-07-30T12:40:00Z,2.6666666666666665
7/30/22,14:42:00,23.5,D0,Q1,iButton,0,2022-07-30T12:42:00Z,2.7
7/30/22,14:44:00,23,D0,Q1,iButton,0,2022-07-30T12:44:00Z,2.7333333333333334
7/30/22,14:46:00,23.5,D0,Q1,iButton,0,2022-07-30T12:46:00Z,2.7666666666666666
7/30/22,14:48:00,23.5,D0,Q1,iButton,0,2022-07-30T12:48:00Z,2.8
7/30/22,14:50:00,23.5,D0,Q1,iButton,0,2022-07-30T12:50:00Z,2.8333333333333335
7/30/22,14:52:00,23.5,D0,Q1,iButton,0,2022-07-30T12:52:00Z,2.8666666666666667
7/30/22,14:54:00,24,D0,Q1,iButton,0,2022-07-30T12:54:00Z,2.9
7/30/22,14:56:00,23.5,D0,Q1,iButton,0,2022-07-30T12:56:00Z,2.933333333333333
7/30/22,14:58:00,24,D0,Q1,iButton,0,2022-07-30T12:58:00Z,2.966666666666667
7/30/22,15:00:00,24,D0,Q1,iButton,0,2022-07-30T13:00:00Z,3
7/30/22,15:02:00,23.5,D0,Q1,iButton,0,2022-07-30T13:02:00Z,3.033333333333333
7/30/22,15:04:00,23.5,D0,Q1,iButton,0,2022-07-30T13:04:00Z,3.066666666666667
7/30/22,15:06:00,23.5,D0,Q1,iButton,0,2022-07-30T13:06:00Z,3.1
7/30/22,15:08:00,23.5,D0,Q1,iButton,0,2022-07-30T13:08:00Z,3.1333333333333333
7/30/22,15:10:00,23.5,D0,Q1,iButton,0,2022-07-30T13:10:00Z,3.1666666666666665
7/30/22,15:12:00,23.5,D0,Q1,iButton,0,2022-07-30T13:12:00Z,3.2
7/30/22,15:14:00,23.5,D0,Q1,iButton,0,2022-07-30T13:14:00Z,3.2333333333333334
7/30/22,15:16:00,24,D0,Q1,iButton,0,2022-07-30T13:16:00Z,3.2666666666666666
7/30/22,15:18:00,24,D0,Q1,iButton,0,2022-07-30T13:18:00Z,3.3
7/30/22,15:20:00,23.5,D0,Q1,iButton,0,2022-07-30T13:20:00Z,3.3333333333333335
7/30/22,15:22:00,23,D0,Q1,iButton,0,2022-07-30T13:22:00Z,3.3666666666666667
7/30/22,15:24:00,23.5,D0,Q1,iButton,0,2022-07-30T13:24:00Z,3.4
7/30/22,15:26:00,23,D0,Q1,iButton,0,2022-07-30T13:26:00Z,3.433333333333333
7/30/22,15:28:00,22.5,D0,Q1,iButton,0,2022-07-30T13:28:00Z,3.466666666666667
7/30/22,15:30:00,23,D0,Q1,iButton,0,2022-07-30T13:30:00Z,3.5
7/30/22,15:32:00,23,D0,Q1,iButton,0,2022-07-30T13:32:00Z,3.533333333333333
7/30/22,15:34:00,23.5,D0,Q1,iButton,0,2022-07-30T13:34:00Z,3.566666666666667
7/30/22,15:36:00,23,D0,Q1,iButton,0,2022-07-30T13:36:00Z,3.6
7/30/22,15:38:00,23.5,D0,Q1,iButton,0,2022-07-30T13:38:00Z,3.6333333333333333
7/30/22,15:40:00,23,D0,Q1,iButton,0,2022-07-30T13:40:00Z,3.6666666666666665
7/30/22,15:42:00,23,D0,Q1,iButton,0,2022-07-30T13:42:00Z,3.7
7/30/22,15:44:00,23,D0,Q1,iButton,0,2022-07-30T13:44:00Z,3.7333333333333334
7/30/22,15:46:00,23.5,D0,Q1,iButton,0,2022-07-30T13:46:00Z,3.7666666666666666
7/30/22,15:48:00,23,D0,Q1,iButton,0,2022-07-30T13:48:00Z,3.8
7/30/22,15:50:00,23.5,D0,Q1,iButton,0,2022-07-30T13:50:00Z,3.8333333333333335
7/30/22,15:52:00,23.5,D0,Q1,iButton,0,2022-07-30T13:52:00Z,3.8666666666666667
7/30/22,15:54:00,23.5,D0,Q1,iButton,0,2022-07-30T13:54:00Z,3.9
7/30/22,15:56:00,23,D0,Q1,iButton,0,2022-07-30T13:56:00Z,3.933333333333333
7/30/22,15:58:00,23,D0,Q1,iButton,0,2022-07-30T13:58:00Z,3.966666666666667
7/30/22,16:00:00,23,D0,Q1,iButton,0,2022-07-30T14:00:00Z,4
7/30/22,16:02:00,23,D0,Q1,iButton,0,2022-07-30T14:02:00Z,4.033333333333333
7/30/22,16:04:00,23,D0,Q1,iButton,0,2022-07-30T14:04:00Z,4.066666666666666
7/30/22,16:06:00,23,D0,Q1,iButton,0,2022-07-30T14:06:00Z,4.1
7/30/22,16:08:00,22.5,D0,Q1,iButton,0,2022-07-30T14:08:00Z,4.133333333333334
7/30/22,16:10:00,22.5,D0,Q1,iButton,0,2022-07-30T14:10:00Z,4.166666666666667
7/30/22,16:12:00,22.5,D0,Q1,iButton,0,2022-07-30T14:12:00Z,4.2
7/30/22,16:14:00,22.5,D0,Q1,iButton,0,2022-07-30T14:14:00Z,4.233333333333333
7/30/22,16:16:00,22,D0,Q1,iButton,0,2022-07-30T14:16:00Z,4.266666666666667
7/30/22,16:18:00,22.5,D0,Q1,iButton,0,2022-07-30T14:18:00Z,4.3
7/30/22,16:20:00,22.5,D0,Q1,iButton,0,2022-07-30T14:20:00Z,4.333333333333333
7/30/22,16:22:00,22.5,D0,Q1,iButton,0,2022-07-30T14:22:00Z,4.366666666666666
7/30/22,16:24:00,22,D0,Q1,iButton,0,2022-07-30T14:24:00Z,4.4
7/30/22,16:26:00,22,D0,Q1,iButton,0,2022-07-30T14:26:00Z,4.433333333333334
7/30/22,16:28:00,22.5,D0,Q1,iButton,0,2022-07-30T14:28:00Z,4.466666666666667
7/30/22,16:30:00,22.5,D0,Q1,iButton,0,2022-07-30T14:30:00Z,4.5
7/30/22,16:32:00,22,D0,Q1,iButton,0,2022-07-30T14:32:00Z,4.533333333333333
7/30/22,16:34:00,22,D0,Q1,iButton,0,2022-07-30T14:34:00Z,4.566666666666666
7/30/22,16:36:00,22,D0,Q1,iButton,0,2022-07-30T14:36:00Z,4.6
7/30/22,16:38:00,21.5,D0,Q1,iButton,0,2022-07-30T14:38:00Z,4.633333333333334
7/30/22,16:40:00,21.5,D0,Q1,iButton,0,2022-07-30T14:40:00Z,4.666666666666667
7/30/22,16:42:00,21.5,D0,Q1,iButton,0,2022-07-30T14:42:00Z,4.7
7/30/22,16:44:00,21.5,D0,Q1,iButton,0,2022-07-30T14:44:00Z,4.733333333333333
7/30/22,16:46:00,21.5,D0,Q1,iButton,0,2022-07-30T14:46:00Z,4.766666666666667
7/30/22,16:48:00,21.5,D0,Q1,iButton,0,2022-07-30T14:48:00Z,4.8
7/30/22,16:50:00,21,D0,Q1,iButton,0,2022-07-30T14:50:00Z,4.833333333333333
7/30/22,16:52:00,21,D0,Q1,iButton,0,2022-07-30T14:52:00Z,4.866666666666666
7/30/22,16:54:00,21,D0,Q1,iButton,0,2022-07-30T14:54:00Z,4.9
7/30/22,16:56:00,20.5,D0,Q1,iButton,0,2022-07-30T14:56:00Z,4.933333333333334
7/30/22,16:58:00,20.5,D0,Q1,iButton,0,2022-07-30T14:58:00Z,4.966666666666667
7/30/22,17:00:00,20.5,D0,Q1,iButton,0,2022-07-30T15:00:00Z,5
7/30/22,17:02:00,20.5,D0,Q1,iButton,0,2022-07-30T15:02:00Z,5.033333333333333
7/30/22,17:04:00,20.5,D0,Q1,iButton,0,2022-07-30T15:04:00Z,5.066666666666666
7/30/22,17:06:00,20.5,D0,Q1,iButton,0,2022-07-30T15:06:00Z,5.1
7/30/22,17:08:00,20.5,D0,Q1,iButton,0,2022-07-30T15:08:00Z,5.133333333333334
7/30/22,17:10:00,20.5,D0,Q1,iButton,0,2022-07-30T15:10:00Z,5.166666666666667
7/30/22,17:12:00,20,D0,Q1,iButton,0,2022-07-30T15:12:00Z,5.2
7/30/22,17:14:00,20,D0,Q1,iButton,0,2022-07-30T15:14:00Z,5.233333333333333
7/30/22,17:16:00,20,D0,Q1,iButton,0,2022-07-30T15:16:00Z,5.266666666666667
7/30/22,17:18:00,20,D0,Q1,iButton,0,2022-07-30T15:18:00Z,5.3
7/30/22,17:20:00,20,D0,Q1,iButton,0,2022-07-30T15:20:00Z,5.333333333333333
7/30/22,17:22:00,19.5,D0,Q1,iButton,0,2022-07-30T15:22:00Z,5.366666666666666
7/30/22,17:24:00,19.5,D0,Q1,iButton,0,2022-07-30T15:24:00Z,5.4
7/30/22,17:26:00,19.5,D0,Q1,iButton,0,2022-07-30T15:26:00Z,5.433333333333334
7/30/22,17:28:00,19.5,D0,Q1,iButton,0,2022-07-30T15:28:00Z,5.466666666666667
7/30/22,17:30:00,19,D0,Q1,iButton,0,2022-07-30T15:30:00Z,5.5
7/30/22,17:32:00,19,D0,Q1,iButton,0,2022-07-30T15:32:00Z,5.533333333333333
7/30/22,17:34:00,19,D0,Q1,iButton,0,2022-07-30T15:34:00Z,5.566666666666666
7/30/22,17:36:00,18.5,D0,Q1,iButton,0,2022-07-30T15:36:00Z,5.6
7/30/22,17:38:00,18.5,D0,Q1,iButton,0,2022-07-30T15:38:00Z,5.633333333333334
7/30/22,17:40:00,18,D0,Q1,iButton,0,2022-07-30T15:40:00Z,5.666666666666667
7/30/22,17:42:00,17,D0,Q1,iButton,0,2022-07-30T15:42:00Z,5.7
7/30/22,17:44:00,17,D0,Q1,iButton,0,2022-07-30T15:44:00Z,5.733333333333333
7/30/22,17:46:00,16.5,D0,Q1,iButton,0,2022-07-30T15:46:00Z,5.766666666666667
7/30/22,17:48:00,16.5,D0,Q1,iButton,0,2022-07-30T15:48:00Z,5.8
7/30/22,17:50:00,16,D0,Q1,iButton,0,2022-07-30T15:50:00Z,5.833333333333333
7/30/22,17:52:00,16,D0,Q1,iButton,0,2022-07-30T15:52:00Z,5.866666666666666
7/30/22,17:54:00,16,D0,Q1,iButton,0,2022-07-30T15:54:00Z,5.9
7/30/22,17:56:00,16,D0,Q1,iButton,0,2022-07-30T15:56:00Z,5.933333333333334
7/30/22,17:58:00,15.5,D0,Q1,iButton,0,2022-07-30T15:58:00Z,5.966666666666667
7/30/22,18:00:00,15.5,D0,Q1,iButton,0,2022-07-30T16:00:00Z,6
7/30/22,18:02:00,15.5,D0,Q1,iButton,0,2022-07-30T16:02:00Z,6.033333333333333
7/30/22,18:04:00,15.5,D0,Q1,iButton,0,2022-07-30T16:04:00Z,6.066666666666666
7/30/22,18:06:00,15.5,D0,Q1,iButton,0,2022-07-30T16:06:00Z,6.1
7/30/22,18:08:00,15,D0,Q1,iButton,0,2022-07-30T16:08:00Z,6.133333333333334
7/30/22,18:10:00,15,D0,Q1,iButton,0,2022-07-30T16:10:00Z,6.166666666666667
7/30/22,18:12:00,15,D0,Q1,iButton,0,2022-07-30T16:12:00Z,6.2
7/30/22,18:14:00,15,D0,Q1,iButton,0,2022-07-30T16:14:00Z,6.233333333333333
7/30/22,18:16:00,14.5,D0,Q1,iButton,0,2022-07-30T16:16:00Z,6.266666666666667
7/30/22,18:18:00,14.5,D0,Q1,iButton,0,2022-07-30T16:18:00Z,6.3
7/30/22,18:20:00,14.5,D0,Q1,iButton,0,2022-07-30T16:20:00Z,6.333333333333333
7/30/22,18:22:00,14.5,D0,Q1,iButton,0,2022-07-30T16:22:00Z,6.366666666666666
7/30/22,18:24:00,14.5,D0,Q1,iButton,0,2022-07-30T16:24:00Z,6.4
7/30/22,18:26:00,14,D0,Q1,iButton,0,2022-07-30T16:26:00Z,6.433333333333334
7/30/22,18:28:00,14,D0,Q1,iButton,0,2022-07-30T16:28:00Z,6.466666666666667
7/30/22,18:30:00,14,D0,Q1,iButton,0,2022-07-30T16:30:00Z,6.5
7/30/22,18:32:00,14,D0,Q1,iButton,0,2022-07-30T16:32:00Z,6.533333333333333
7/30/22,18:34:00,14,D0,Q1,iButton,0,2022-07-30T16:34:00Z,6.566666666666666
7/30/22,18:36:00,14,D0,Q1,iButton,0,2022-07-30T16:36:00Z,6.6
7/30/22,18:38:00,13.5,D0,Q1,iButton,0,2022-07-30T16:38:00Z,6.633333333333334
7/30/22,18:40:00,13.5,D0,Q1,iButton,0,2022-07-30T16:40:00Z,6.666666666666667
7/30/22,18:42:00,13.5,D0,Q1,iButton,0,2022-07-30T16:42:00Z,6.7
7/30/22,18:44:00,13.5,D0,Q1,iButton,0,2022-07-30T16:44:00Z,6.733333333333333
7/30/22,18:46:00,13.5,D0,Q1,iButton,0,2022-07-30T16:46:00Z,6.766666666666667
7/30/22,18:48:00,13.5,D0,Q1,iButton,0,2022-07-30T16:48:00Z,6.8
7/30/22,18:50:00,13.5,D0,Q1,iButton,0,2022-07-30T16:50:00Z,6.833333333333333
7/30/22,18:52:00,13,D0,Q1,iButton,0,2022-07-30T16:52:00Z,6.866666666666666
7/30/22,18:54:00,13,D0,Q1,iButton,0,2022-07-30T16:54:00Z,6.9
7/30/22,18:56:00,13,D0,Q1,iButton,0,2022-07-30T16:56:00Z,6.933333333333334
7/30/22,18:58:00,13,D0,Q1,iButton,0,2022-07-30T16:58:00Z,6.966666666666667
7/30/22,19:00:00,13,D0,Q1,iButton,0,2022-07-30T17:00:00Z,7
7/30/22,19:02:00,13,D0,Q1,iButton,0,2022-07-30T17:02:00Z,7.033333333333333
7/30/22,19:04:00,13,D0,Q1,iButton,0,2022-07-30T17:04:00Z,7.066666666666666
7/30/22,19:06:00,13,D0,Q1,iButton,0,2022-07-30T17:06:00Z,7.1
7/30/22,19:08:00,12.5,D0,Q1,iButton,0,2022-07-30T17:08:00Z,7.133333333333334
7/30/22,19:10:00,12.5,D0,Q1,iButton,0,2022-07-30T17:10:00Z,7.166666666666667
7/30/22,19:12:00,12.5,D0,Q1,iButton,0,2022-07-30T17:12:00Z,7.2
7/30/22,19:14:00,12.5,D0,Q1,iButton,0,2022-07-30T17:14:00Z,7.233333333333333
7/30/22,19:16:00,12.5,D0,Q1,iButton,0,2022-07-30T17:16:00Z,7.266666666666667
7/30/22,19:18:00,12.5,D0,Q1,iButton,0,2022-07-30T17:18:00Z,7.3
7/30/22,19:20:00,12.5,D0,Q1,iButton,0,2022-07-30T17:20:00Z,7.333333333333333
7/30/22,19:22:00,12,D0,Q1,iButton,0,2022-07-30T17:22:00Z,7.366666666666666
7/30/22,19:24:00,12,D0,Q1,iButton,0,2022-07-30T17:24:00Z,7.4
7/30/22,19:26:00,12,D0,Q1,iButton,0,2022-07-30T17:26:00Z,7.433333333333334
7/30/22,19:28:00,12,D0,Q1,iButton,0,2022-07-30T17:28:00Z,7.466666666666667
7/30/22,19:30:00,12,D0,Q1,iButton,0,2022-07-30T17:30:00Z,7.5
7/30/22,19:32:00,12,D0,Q1,iButton,0,2022-07-30T17:32:00Z,7.533333333333333
7/30/22,19:34:00,12,D0,Q1,iButton,0,2022-07-30T17:34:00Z,7.566666666666666
7/30/22,19:36:00,12,D0,Q1,iButton,0,2022-07-30T17:36:00Z,7.6
7/30/22,19:38:00,12,D0,Q1,iButton,0,2022-07-30T17:38:00Z,7.633333333333334
7/30/22,19:40:00,11.5,D0,Q1,iButton,0,2022-07-30T17:40:00Z,7.666666666666667
7/30/22,19:42:00,11.5,D0,Q1,iButton,0,2022-07-30T17:42:00Z,7.7
7/30/22,19:44:00,11.5,D0,Q1,iButton,0,2022-07-30T17:44:00Z,7.733333333333333
7/30/22,19:46:00,11.5,D0,Q1,iButton,0,2022-07-30T17:46:00Z,7.766666666666667
7/30/22,19:48:00,11.5,D0,Q1,iButton,0,2022-07-30T17:48:00Z,7.8
7/30/22,19:50:00,11.5,D0,Q1,iButton,0,2022-07-30T17:50:00Z,7.833333333333333
7/30/22,19:52:00,11.5,D0,Q1,iButton,0,2022-07-30T17:52:00Z,7.866666666666666
7/30/22,19:54:00,11.5,D0,Q1,iButton,0,2022-07-30T17:54:00Z,7.9
7/30/22,19:56:00,11.5,D0,Q1,iButton,0,2022-07-30T17:56:00Z,7.933333333333334
7/30/22,19:58:00,11.5,D0,Q1,iButton,0,2022-07-30T17:58:00Z,7.966666666666667
7/30/22,20:00:00,11,D0,Q1,iButton,0,2022-07-30T18:00:00Z,8
7/30/22,20:02:00,11,D0,Q1,iButton,0,2022-07-30T18:02:00Z,8.033333333333333
7/30/22,20:04:00,11,D0,Q1,iButton,0,2022-07-30T18:04:00Z,8.066666666666666
7/30/22,20:06:00,11,D0,Q1,iButton,0,2022-07-30T18:06:00Z,8.1
7/30/22,20:08:00,11,D0,Q1,iButton,0,2022-07-30T18:08:00Z,8.133333333333333
7/30/22,20:10:00,11,D0,Q1,iButton,0,2022-07-30T18:10:00Z,8.166666666666666
7/30/22,20:12:00,11,D0,Q1,iButton,0,2022-07-30T18:12:00Z,8.2
7/30/22,20:14:00,11,D0,Q1,iButton,0,2022-07-30T18:14:00Z,8.233333333333333
7/30/22,20:16:00,11,D0,Q1,iButton,0,2022-07-30T18:16:00Z,8.266666666666667
7/30/22,20:18:00,11,D0,Q1,iButton,0,2022-07-30T18:18:00Z,8.3
7/30/22,20:20:00,11,D0,Q1,iButton,0,2022-07-30T18:20:00Z,8.333333333333334
7/30/22,20:22:00,11,D0,Q1,iButton,0,2022-07-30T18:22:00Z,8.366666666666667
7/30/22,20:24:00,10.5,D0,Q1,iButton,0,2022-07-30T18:24:00Z,8.4
7/30/22,20:26:00,10.5,D0,Q1,iButton,0,2022-07-30T18:26:00Z,8.433333333333334
7/30/22,20:28:00,10.5,D0,Q1,iButton,0,2022-07-30T18:28:00Z,8.466666666666667
7/30/22,20:30:00,10.5,D0,Q1,iButton,0,2022-07-30T18:30:00Z,8.5
7/30/22,20:32:00,10.5,D0,Q1,iButton,0,2022-07-30T18:32:00Z,8.533333333333333
7/30/22,20:34:00,10.5,D0,Q1,iButton,0,2022-07-30T18:34:00Z,8.566666666666666
7/30/22,20:36:00,10.5,D0,Q1,iButton,0,2022-07-30T18:36:00Z,8.6
7/30/22,20:38:00,10.5,D0,Q1,iButton,0,2022-07-30T18:38:00Z,8.633333333333333
7/30/22,20:40:00,10.5,D0,Q1,iButton,0,2022-07-30T18:40:00Z,8.666666666666666
7/30/22,20:42:00,10.5,D0,Q1,iButton,0,2022-07-30T18:42:00Z,8.7
7/30/22,20:44:00,10.5,D0,Q1,iButton,0,2022-07-30T18:44:00Z,8.733333333333333
7/30/22,20:46:00,10.5,D0,Q1,iButton,0,2022-07-30T18:46:00Z,8.766666666666667
7/30/22,20:48:00,10.5,D0,Q1,iButton,0,2022-07-30T18:48:00Z,8.8
7/30/22,20:50:00,10,D0,Q1,iButton,0,2022-07-30T18:50:00Z,8.833333333333334
7/30/22,20:52:00,10,D0,Q1,iButton,0,2022-07-30T18:52:00Z,8.866666666666667
7/30/22,20:54:00,10,D0,Q1,iButton,0,2022-07-30T18:54:00Z,8.9
7/30/22,20:56:00,10,D0,Q1,iButton,0,2022-07-30T18:56:00Z,8.933333333333334
7/30/22,20:58:00,10,D0,Q1,iButton,0,2022-07-30T18:58:00Z,8.966666666666667
7/30/22,21:00:00,10,D0,Q1,iButton,0,2022-07-30T19:00:00Z,9
7/30/22,21:02:00,10,D0,Q1,iButton,0,2022-07-30T19:02:00Z,9.033333333333333
7/30/22,21:04:00,10,D0,Q1,iButton,0,2022-07-30T19:04:00Z,9.066666666666666
7/30/22,21:06:00,10,D0,Q1,iButton,0,2022-07-30T19:06:00Z,9.1
7/30/22,21:08:00,10,D0,Q1,iButton,0,2022-07-30T19:08:00Z,9.133333333333333
7/30/22,21:10:00,10,D0,Q1,iButton,0,2022-07-30T19:10:00Z,9.166666666666666
7/30/22,21:12:00,10,D0,Q1,iButton,0,2022-07-30T19:12:00Z,9.2
7/30/22,21:14:00,10,D0,Q1,iButton,0,2022-07-30T19:14:00Z,9.233333333333333
7/30/22,21:16:00,10,D0,Q1,iButton,0,2022-07-30T19:16:00Z,9.266666666666667
