Date,Time,D1Q15
7/29/22,12:33:00,37
7/29/22,12:35:00,37
7/29/22,12:37:00,37
7/29/22,12:39:00,36.5
7/29/22,12:41:00,37
7/29/22,12:43:00,38
7/29/22,12:45:00,38
7/29/22,12:47:00,37
7/29/22,12:49:00,38
7/29/22,12:51:00,37.5
7/29/22,12:53:00,38
7/29/22,12:55:00,38
7/29/22,12:57:00,35.5
7/29/22,12:59:00,31.5
7/29/22,13:01:00,29.5
7/29/22,13:03:00,28.5
7/29/22,13:05:00,28
7/29/22,13:07:00,29
7/29/22,13:09:00,30.5
7/29/22,13:11:00,32
7/29/22,13:13:00,33
7/29/22,13:15:00,34
7/29/22,13:17:00,35.5
7/29/22,13:19:00,35.5
7/29/22,13:21:00,36.5
7/29/22,13:23:00,38.5
7/29/22,13:25:00,39.5
7/29/22,13:27:00,40
7/29/22,13:29:00,41
7/29/22,13:31:00,42
7/29/22,13:33:00,43
7/29/22,13:35:00,43
7/29/22,13:37:00,43.5
7/29/22,13:39:00,43.5
7/29/22,13:41:00,42.5
7/29/22,13:43:00,42.5
7/29/22,13:45:00,43
7/29/22,13:47:00,47
7/29/22,13:49:00,50
7/29/22,13:51:00,52
7/29/22,13:53:00,54.5
7/29/22,13:55:00,56.5
7/29/22,13:57:00,57.5
7/29/22,13:59:00,59
7/29/22,14:01:00,60
7/29/22,14:03:00,61
7/29/22,14:05:00,61.5
7/29/22,14:07:00,62
7/29/22,14:09:00,62
7/29/22,14:11:00,62
7/29/22,14:13:00,63
7/29/22,14:15:00,63.5
7/29/22,14:17:00,63.5
7/29/22,14:19:00,63
7/29/22,14:21:00,63
7/29/22,14:23:00,62.5
7/29/22,14:25:00,62
7/29/22,14:27:00,62
7/29/22,14:29:00,62
7/29/22,14:31:00,62.5
7/29/22,14:33:00,62.5
7/29/22,14:35:00,63
7/29/22,14:37:00,63
7/29/22,14:39:00,62.5
7/29/22,14:41:00,63
7/29/22,14:43:00,63
7/29/22,14:45:00,63
7/29/22,14:47:00,62
7/29/22,14:49:00,59.5
7/29/22,14:51:00,58
7/29/22,14:53:00,57
7/29/22,14:55:00,57
7/29/22,14:57:00,58
7/29/22,14:59:00,58
7/29/22,15:01:00,57.5
7/29/22,15:03:00,58
7/29/22,15:05:00,58.5
7/29/22,15:07:00,58.5
7/29/22,15:09:00,59
7/29/22,15:11:00,59.5
7/29/22,15:13:00,59.5
7/29/22,15:15:00,59
7/29/22,15:17:00,59
7/29/22,15:19:00,59
7/29/22,15:21:00,59.5
7/29/22,15:23:00,59.5
7/29/22,15:25:00,59
7/29/22,15:27:00,58.5
7/29/22,15:29:00,57.5
7/29/22,15:31:00,56
7/29/22,15:33:00,56
7/29/22,15:35:00,56
7/29/22,15:37:00,57
7/29/22,15:39:00,57
7/29/22,15:41:00,57
7/29/22,15:43:00,56.5
7/29/22,15:45:00,56
7/29/22,15:47:00,55.5
7/29/22,15:49:00,55
7/29/22,15:51:00,55
7/29/22,15:53:00,55
7/29/22,15:55:00,55.5
7/29/22,15:57:00,55.5
7/29/22,15:59:00,54.5
7/29/22,16:01:00,53.5
7/29/22,16:03:00,53.5
7/29/22,16:05:00,53
7/29/22,16:07:00,53
7/29/22,16:09:00,53.5
7/29/22,16:11:00,54.5
7/29/22,16:13:00,54.5
7/29/22,16:15:00,54
7/29/22,16:17:00,54
7/29/22,16:19:00,53.5
7/29/22,16:21:00,52.5
7/29/22,16:23:00,53
7/29/22,16:25:00,52.5
7/29/22,16:27:00,52.5
7/29/22,16:29:00,52.5
7/29/22,16:31:00,51.5
7/29/22,16:33:00,51.5
7/29/22,16:35:00,51
7/29/22,16:37:00,50.5
7/29/22,16:39:00,50
7/29/22,16:41:00,50
7/29/22,16:43:00,50.5
7/29/22,16:45:00,50.5
7/29/22,16:47:00,50.5
7/29/22,16:49:00,49.5
7/29/22,16:51:00,49.5
7/29/22,16:53:00,49.5
7/29/22,16:55:00,48
7/29/22,16:57:00,47.5
7/29/22,16:59:00,47
7/29/22,17:01:00,46.5
7/29/22,17:03:00,46
7/29/22,17:05:00,45
7/29/22,17:07:00,44.5
7/29/22,17:09:00,44
7/29/22,17:11:00,44
7/29/22,17:13:00,44
7/29/22,17:15:00,43.5
7/29/22,17:17:00,43
7/29/22,17:19:00,42
7/29/22,17:21:00,41.5
7/29/22,17:23:00,41
7/29/22,17:25:00,40.5
7/29/22,17:27:00,40
7/29/22,17:29:00,39.5
7/29/22,17:31:00,39
7/29/22,17:33:00,36.5
7/29/22,17:35:00,34
7/29/22,17:37:00,32
7/29/22,17:39:00,30
7/29/22,17:41:00,28.5
7/29/22,17:43:00,27
7/29/22,17:45:00,26.5
7/29/22,17:47:00,26.5
7/29/22,17:49:00,27
7/29/22,17:51:00,27
7/29/22,17:53:00,27
7/29/22,17:55:00,27
7/29/22,17:57:00,26.5
7/29/22,17:59:00,26.5
7/29/22,18:01:00,26.5
7/29/22,18:03:00,26.5
7/29/22,18:05:00,26.5
7/29/22,18:07:00,26
7/29/22,18:09:00,26
7/29/22,18:11:00,26
7/29/22,18:13:00,25.5
7/29/22,18:15:00,25.5
7/29/22,18:17:00,25.5
7/29/22,18:19:00,25.5
7/29/22,18:21:00,25
7/29/22,18:23:00,25
7/29/22,18:25:00,25
7/29/22,18:27:00,24.5
7/29/22,18:29:00,24.5
7/29/22,18:31:00,24.5
7/29/22,18:33:00,24.5
7/29/22,18:35:00,24
7/29/22,18:37:00,24
7/29/22,18:39:00,24
7/29/22,18:41:00,23.5
7/29/22,18:43:00,23.5
7/29/22,18:45:00,23.5
7/29/22,18:47:00,23.5
7/29/22,18:49:00,23
7/29/22,18:51:00,23
7/29/22,18:53:00,23
7/29/22,18:55:00,23
7/29/22,18:57:00,22.5
7/29/22,18:59:00,22.5
7/29/22,19:01:00,22.5
7/29/22,19:03:00,22.5
7/29/22,19:05:00,22
7/29/22,19:07:00,22
7/29/22,19:09:00,22
7/29/22,19:11:00,22
7/29/22,19:13:00,21.5
7/29/22,19:15:00,21.5
7/29/22,19:17:00,21.5
7/29/22,19:19:00,21.5
7/29/22,19:21:00,21.5
7/29/22,19:23:00,21
7/29/22,19:25:00,21
7/29/22,19:27:00,21
7/29/22,19:29:00,21
7/29/22,19:31:00,21
7/29/22,19:33:00,20.5
7/29/22,19:35:00,20.5
7/29/22,19:37:00,20.5
7/29/22,19:39:00,20.5
7/29/22,19:41:00,20.5
7/29/22,19:43:00,20.5
7/29/22,19:45:00,20
7/29/22,19:47:00,20
7/29/22,19:49:00,20
7/29/22,19:51:00,20
7/29/22,19:53:00,20
7/29/22,19:55:00,19.5
7/29/22,19:57:00,19.5
7/29/22,19:59:00,19.5
7/29/22,20:01:00,19.5
7/29/22,20:03:00,19.5
7/29/22,20:05:00,19.5
7/29/22,20:07:00,19.5
7/29/22,20:09:00,19
7/29/22,20:11:00,19
7/29/22,20:13:00,19
7/29/22,20:15:00,19
7/29/22,20:17:00,19
7/29/22,20:19:00,19
7/29/22,20:21:00,18.5
7/29/22,20:23:00,18.5
7/29/22,20:25:00,18.5
7/29/22,20:27:00,18.5
7/29/22,20:29:00,18.5
7/29/22,20:31:00,18.5
7/29/22,20:33:00,18.5
7/29/22,20:35:00,18
7/29/22,20:37:00,18
7/29/22,20:39:00,18
7/29/22,20:41:00,18
7/29/22,20:43:00,18
7/29/22,20:45:00,18
7/29/22,20:47:00,18
7/29/22,20:49:00,17.5
7/29/22,20:51:00,17.5
7/29/22,20:53:00,17.5
7/29/22,20:55:00,17.5
7/29/22,20:57:00,17.5
7/29/22,20:59:00,17.5
7/29/22,21:01:00,17.5
7/29/22,21:03:00,17.5
7/29/22,21:05:00,17.5
7/29/22,21:07:00,17
7/29/22,21:09:00,17
7/29/22,21:11:00,17
7/29/22,21:13:00,17
7/29/22,21:15:00,17
7/29/22,21:17:00,17
7/29/22,21:19:00,17
7/29/22,21:21:00,16.5
7/29/22,21:23:00,16.5
7/29/22,21:25:00,16.5
7/29/22,21:27:00,16.5
7/29/22,21:29:00,16.5
7/29/22,21:31:00,16.5
7/29/22,21:33:00,16.5
7/29/22,21:35:00,16.5
7/29/22,21:37:00,16
7/29/22,21:39:00,16
7/29/22,21:41:00,16
7/29/22,21:43:00,16
7/29/22,21:45:00,16
7/29/22,21:47:00,16
7/29/22,21:49:00,16
7/29/22,21:51:00,16
7/29/22,21:53:00,15.5
7/29/22,21:55:00,15.5
7/29/22,21:57:00,15.5
7/29/22,21:59:00,15.5
7/29/22,22:01:00,15.5
7/29/22,22:03:00,15.5
7/29/22,22:05:00,15.5
7/29/22,22:07:00,15.5
7/29/22,22:09:00,15.5
7/29/22,22:11:00,15.5
7/29/22,22:13:00,15
7/29/22,22:15:00,15
7/29/22,22:17:00,15
7/29/22,22:19:00,15
7/29/22,22:21:00,15
7/29/22,22:23:00,15
7/29/22,22:25:00,15
7/29/22,22:27:00,15
7/29/22,22:29:00,15
7/29/22,22:31:00,15
7/29/22,22:33:00,15
7/29/22,22:35:00,14.5
7/29/22,22:37:00,14.5
7/29/22,22:39:00,14.5
7/29/22,22:41:00,14.5
7/29/22,22:43:00,14.5
7/29/22,22:45:00,14.5
7/29/22,22:47:00,14.5
7/29/22,22:49:00,14.5
7/29/22,22:51:00,14.5
7/29/22,22:53:00,14.5
7/29/22,22:55:00,14.5
7/29/22,22:57:00,14.5
7/29/22,22:59:00,14
7/29/22,23:01:00,14
7/29/22,23:03:00,14
7/29/22,23:05:00,14
7/29/22,23:07:00,14
7/29/22,23:09:00,14
7/29/22,23:11:00,14
7/29/22,23:13:00,14
7/29/22,23:15:00,14
7/29/22,23:17:00,14
7/29/22,23:19:00,14
7/29/22,23:21:00,13.5
7/29/22,23:23:00,13.5
7/29/22,23:25:00,13.5
7/29/22,23:27:00,13.5
7/29/22,23:29:00,13.5
7/29/22,23:31:00,13.5
7/29/22,23:33:00,13.5
7/29/22,23:35:00,13.5
7/29/22,23:37:00,13.5
7/29/22,23:39:00,13.5
7/29/22,23:41:00,13.5
7/29/22,23:43:00,13.5
7/29/22,23:45:00,13.5
7/29/22,23:47:00,13
7/29/22,23:49:00,13
7/29/22,23:51:00,13
7/29/22,23:53:00,13
7/29/22,23:55:00,13
7/29/22,23:57:00,13
7/29/22,23:59:00,13
7/30/22,0:01:00,13
7/30/22,0:03:00,13
7/30/22,0:05:00,13
7/30/22,0:07:00,13
7/30/22,0:09:00,13
7/30/22,0:11:00,13
7/30/22,0:13:00,13
7/30/22,0:15:00,12.5
7/30/22,0:17:00,12.5
7/30/22,0:19:00,12.5
7/30/22,0:21:00,12.5
7/30/22,0:23:00,12.5
7/30/22,0:25:00,12.5
7/30/22,0:27:00,12.5
7/30/22,0:29:00,12.5
7/30/22,0:31:00,12.5
7/30/22,0:33:00,12.5
7/30/22,0:35:00,12.5
7/30/22,0:37:00,12.5
7/30/22,0:39:00,12
7/30/22,0:41:00,12
7/30/22,0:43:00,12
7/30/22,0:45:00,12
7/30/22,0:47:00,12
7/30/22,0:49:00,12
7/30/22,0:51:00,12
7/30/22,0:53:00,12
7/30/22,0:55:00,12
7/30/22,0:57:00,12
7/30/22,0:59:00,11.5
7/30/22,1:01:00,11.5
7/30/22,1:03:00,11.5
7/30/22,1:05:00,11.5
7/30/22,1:07:00,11.5
7/30/22,1:09:00,11.5
7/30/22,1:11:00,11.5
7/30/22,1:13:00,11.5
7/30/22,1:15:00,11.5
7/30/22,1:17:00,11.5
7/30/22,1:19:00,11.5
7/30/22,1:21:00,11.5
7/30/22,1:23:00,11
7/30/22,1:25:00,11
7/30/22,1:27:00,11
7/30/22,1:29:00,11
7/30/22,1:31:00,11
7/30/22,1:33:00,11
7/30/22,1:35:00,11
7/30/22,1:37:00,11
7/30/22,1:39:00,11
7/30/22,1:41:00,11
7/30/22,1:43:00,10.5
7/30/22,1:45:00,10.5
7/30/22,1:47:00,10.5
7/30/22,1:49:00,10.5
7/30/22,1:51:00,10.5
7/30/22,1:53:00,10.5
7/30/22,1:55:00,10.5
7/30/22,1:57:00,10.5
7/30/22,1:59:00,10.5
7/30/22,2:01:00,10.5
7/30/22,2:03:00,10.5
7/30/22,2:05:00,10
7/30/22,2:07:00,10
7/30/22,2:09:00,10
7/30/22,2:11:00,10
7/30/22,2:13:00,10
7/30/22,2:15:00,10
7/30/22,2:17:00,10
7/30/22,2:19:00,10
7/30/22,2:21:00,10
7/30/22,2:23:00,10
7/30/22,2:25:00,10
7/30/22,2:27:00,10
7/30/22,2:29:00,10
7/30/22,2:31:00,9.5
7/30/22,2:33:00,9.5
7/30/22,2:35:00,9.5
7/30/22,2:37:00,9.5
7/30/22,2:39:00,9.5
7/30/22,2:41:00,9.5
7/30/22,2:43:00,9.5
7/30/22,2:45:00,9.5
7/30/22,2:47:00,9.5
7/30/22,2:49:00,9.5
7/30/22,2:51:00,9.5
7/30/22,2:53:00,9
7/30/22,2:55:00,9
7/30/22,2:57:00,9
7/30/22,2:59:00,9
7/30/22,3:01:00,9
7/30/22,3:03:00,9
7/30/22,3:05:00,9
7/30/22,3:07:00,9
7/30/22,3:09:00,9
7/30/22,3:11:00,9
7/30/22,3:13:00,9
7/30/22,3:15:00,8.5
7/30/22,3:17:00,8.5
7/30/22,3:19:00,8.5
7/30/22,3:21:00,8.5
7/30/22,3:23:00,8.5
7/30/22,3:25:00,8.5
7/30/22,3:27:00,8.5
7/30/22,3:29:00,8.5
7/30/22,3:31:00,8.5
7/30/22,3:33:00,8.5
7/30/22,3:35:00,8.5
7/30/22,3:37:00,8.5
7/30/22,3:39:00,8.5
7/30/22,3:41:00,8.5
7/30/22,3:43:00,8
7/30/22,3:45:00,8
7/30/22,3:47:00,8
7/30/22,3:49:00,8
7/30/22,3:51:00,8
7/30/22,3:53:00,8
7/30/22,3:55:00,8
7/30/22,3:57:00,8
7/30/22,3:59:00,8
7/30/22,4:01:00,8
7/30/22,4:03:00,8
7/30/22,4:05:00,8
7/30/22,4:07:00,8
7/30/22,4:09:00,8
7/30/22,4:11:00,8
7/30/22,4:13:00,8
7/30/22,4:15:00,8
7/30/22,4:17:00,8
7/30/22,4:19:00,7.5
7/30/22,4:21:00,7.5
7/30/22,4:23:00,7.5
7/30/22,4:25:00,7.5
7/30/22,4:27:00,7.5
7/30/22,4:29:00,7.5
7/30/22,4:31:00,7.5
7/30/22,4:33:00,7.5
7/30/22,4:35:00,7.5
7/30/22,4:37:00,7.5
7/30/22,4:39:00,7.5
7/30/22,4:41:00,7.5
7/30/22,4:43:00,7.5
7/30/22,4:45:00,7.5
7/30/22,4:47:00,7.5
7/30/22,4:49:00,7.5
7/30/22,4:51:00,7
7/30/22,4:53:00,7
7/30/22,4:55:00,7
7/30/22,4:57:00,7
7/30/22,4:59:00,7
7/30/22,5:01:00,7
7/30/22,5:03:00,7
7/30/22,5:05:00,7
7/30/22,5:07:00,7
7/30/22,5:09:00,7
7/30/22,5:11:00,7
7/30/22,5:13:00,7
7/30/22,5:15:00,7
7/30/22,5:17:00,7
7/30/22,5:19:00,7
7/30/22,5:21:00,7
7/30/22,5:23:00,6.5
7/30/22,5:25:00,6.5
7/30/22,5:27:00,6.5
7/30/22,5:29:00,6.5
7/30/22,5:31:00,6.5
7/30/22,5:33:00,6.5
7/30/22,5:35:00,6.5
7/30/22,5:37:00,6.5
7/30/22,5:39:00,6.5
7/30/22,5:41:00,6.5
7/30/22,5:43:00,6.5
7/30/22,5:45:00,6.5
7/30/22,5:47:00,6.5
7/30/22,5:49:00,6.5
7/30/22,5:51:00,6.5
7/30/22,5:53:00,6.5
7/30/22,5:55:00,6.5
7/30/22,5:57:00,6.5
7/30/22,5:59:00,6.5
7/30/22,6:01:00,6
7/30/22,6:03:00,6
7/30/22,6:05:00,6
7/30/22,6:07:00,6
7/30/22,6:09:00,6
7/30/22,6:11:00,6
7/30/22,6:13:00,6
7/30/22,6:15:00,6
7/30/22,6:17:00,6
7/30/22,6:19:00,6
7/30/22,6:21:00,6
7/30/22,6:23:00,6
7/30/22,6:25:00,6
7/30/22,6:27:00,6
7/30/22,6:29:00,6
7/30/22,6:31:00,6
7/30/22,6:33:00,6
7/30/22,6:35:00,6
7/30/22,6:37:00,6
7/30/22,6:39:00,6
7/30/22,6:41:00,5.5
7/30/22,6:43:00,5.5
7/30/22,6:45:00,5.5
7/30/22,6:47:00,5.5
7/30/22,6:49:00,5.5
7/30/22,6:51:00,5.5
7/30/22,6:53:00,5.5
7/30/22,6:55:00,5.5
7/30/22,6:57:00,5.5
7/30/22,6:59:00,5.5
7/30/22,7:01:00,5.5
7/30/22,7:03:00,5.5
7/30/22,7:05:00,5.5
7/30/22,7:07:00,5.5
7/30/22,7:09:00,5.5
7/30/22,7:11:00,5.5
7/30/22,7:13:00,5.5
7/30/22,7:15:00,5.5
7/30/22,7:17:00,5.5
7/30/22,7:19:00,5.5
7/30/22,7:21:00,5.5
7/30/22,7:23:00,5.5
7/30/22,7:25:00,5.5
7/30/22,7:27:00,5.5
7/30/22,7:29:00,5.5
7/30/22,7:31:00,5.5
7/30/22,7:33:00,5.5
7/30/22,7:35:00,5.5
7/30/22,7:37:00,5.5
7/30/22,7:39:00,5.5
7/30/22,7:41:00,5.5
7/30/22,7:43:00,5.5
7/30/22,7:45:00,5.5
7/30/22,7:47:00,5.5
7/30/22,7:49:00,5.5
7/30/22,7:51:00,5.5
7/30/22,7:53:00,5.5
7/30/22,7:55:00,5.5
7/30/22,7:57:00,5.5
7/30/22,7:59:00,5.5
7/30/22,8:01:00,5.5
7/30/22,8:03:00,5.5
7/30/22,8:05:00,5.5
7/30/22,8:07:00,5.5
7/30/22,8:09:00,6
7/30/22,8:11:00,6
7/30/22,8:13:00,6
7/30/22,8:15:00,6
7/30/22,8:17:00,6
7/30/22,8:19:00,6
7/30/22,8:21:00,6
7/30/22,8:23:00,6
7/30/22,8:25:00,6.5
7/30/22,8:27:00,6.5
7/30/22,8:29:00,6.5
7/30/22,8:31:00,6.5
7/30/22,8:33:00,6.5
7/30/22,8:35:00,7
7/30/22,8:37:00,7
7/30/22,8:39:00,7
7/30/22,8:41:00,7
7/30/22,8:43:00,7.5
7/30/22,8:45:00,7.5
7/30/22,8:47:00,7.5
7/30/22,8:49:00,7.5
7/30/22,8:51:00,8
7/30/22,8:53:00,8
7/30/22,8:55:00,8
7/30/22,8:57:00,8.5
7/30/22,8:59:00,8.5
7/30/22,9:01:00,8.5
7/30/22,9:03:00,8.5
7/30/22,9:05:00,9
7/30/22,9:07:00,9
7/30/22,9:09:00,9
7/30/22,9:11:00,9.5
7/30/22,9:13:00,9.5
7/30/22,9:15:00,9.5
7/30/22,9:17:00,10
7/30/22,9:19:00,10
7/30/22,9:21:00,10
7/30/22,9:23:00,10.5
7/30/22,9:25:00,10.5
7/30/22,9:27:00,11
7/30/22,9:29:00,11
7/30/22,9:31:00,11
7/30/22,9:33:00,11
7/30/22,9:35:00,11
7/30/22,9:37:00,11
7/30/22,9:39:00,11.5
7/30/22,9:41:00,11.5
7/30/22,9:43:00,12
7/30/22,9:45:00,12
7/30/22,9:47:00,12.5
7/30/22,9:49:00,12.5
7/30/22,9:51:00,13
7/30/22,9:53:00,13
7/30/22,9:55:00,13.5
7/30/22,9:57:00,13.5
7/30/22,9:59:00,14
7/30/22,10:01:00,14
7/30/22,10:03:00,14.5
7/30/22,10:05:00,14.5
7/30/22,10:07:00,15
7/30/22,10:09:00,15.5
7/30/22,10:11:00,15.5
7/30/22,10:13:00,16
7/30/22,10:15:00,16
7/30/22,10:17:00,16.5
7/30/22,10:19:00,16.5
7/30/22,10:21:00,17
7/30/22,10:23:00,17
7/30/22,10:25:00,17.5
7/30/22,10:27:00,18
7/30/22,10:29:00,18
7/30/22,10:31:00,18.5
7/30/22,10:33:00,18.5
7/30/22,10:35:00,19
7/30/22,10:37:00,19
7/30/22,10:39:00,19.5
7/30/22,10:41:00,19.5
7/30/22,10:43:00,20
7/30/22,10:45:00,20
7/30/22,10:47:00,20.5
7/30/22,10:49:00,20.5
7/30/22,10:51:00,21
7/30/22,10:53:00,21
7/30/22,10:55:00,21.5
7/30/22,10:57:00,21.5
7/30/22,10:59:00,22
7/30/22,11:01:00,22
7/30/22,11:03:00,22.5
7/30/22,11:05:00,22.5
7/30/22,11:07:00,23
7/30/22,11:09:00,23
7/30/22,11:11:00,23.5
7/30/22,11:13:00,23.5
7/30/22,11:15:00,24
7/30/22,11:17:00,24
7/30/22,11:19:00,24.5
7/30/22,11:21:00,24.5
7/30/22,11:23:00,25
7/30/22,11:25:00,25
7/30/22,11:27:00,25.5
7/30/22,11:29:00,25.5
7/30/22,11:31:00,26
7/30/22,11:33:00,26
7/30/22,11:35:00,26
7/30/22,11:37:00,26.5
7/30/22,11:39:00,26.5
7/30/22,11:41:00,27
7/30/22,11:43:00,27
7/30/22,11:45:00,27
7/30/22,11:47:00,27.5
7/30/22,11:49:00,27.5
7/30/22,11:51:00,28
7/30/22,11:53:00,28
7/30/22,11:55:00,28.5
7/30/22,11:57:00,28.5
7/30/22,11:59:00,28.5
7/30/22,12:01:00,29
7/30/22,12:03:00,29
7/30/22,12:05:00,29
7/30/22,12:07:00,29.5
7/30/22,12:09:00,29.5
7/30/22,12:11:00,30
7/30/22,12:13:00,30
7/30/22,12:15:00,30
7/30/22,12:17:00,30.5
7/30/22,12:19:00,30.5
7/30/22,12:21:00,30.5
7/30/22,12:23:00,30.5
7/30/22,12:25:00,31
7/30/22,12:27:00,31
7/30/22,12:29:00,31
7/30/22,12:31:00,31
7/30/22,12:33:00,31.5
7/30/22,12:35:00,31.5
7/30/22,12:37:00,31.5
7/30/22,12:39:00,32
7/30/22,12:41:00,32
7/30/22,12:43:00,32.5
7/30/22,12:45:00,32.5
7/30/22,12:47:00,32.5
7/30/22,12:49:00,33
7/30/22,12:51:00,33
7/30/22,12:53:00,33
7/30/22,12:55:00,33.5
7/30/22,12:57:00,33.5
7/30/22,12:59:00,33.5
7/30/22,13:01:00,33.5
7/30/22,13:03:00,34
7/30/22,13:05:00,34
7/30/22,13:07:00,34
7/30/22,13:09:00,34
7/30/22,13:11:00,34.5
7/30/22,13:13:00,34.5
7/30/22,13:15:00,34.5
7/30/22,13:17:00,34.5
7/30/22,13:19:00,34.5
7/30/22,13:21:00,35
7/30/22,13:23:00,35
7/30/22,13:25:00,35
7/30/22,13:27:00,35
7/30/22,13:29:00,35.5
7/30/22,13:31:00,35.5
7/30/22,13:33:00,35.5
7/30/22,13:35:00,35.5
7/30/22,13:37:00,36
7/30/22,13:39:00,36
7/30/22,13:41:00,36
7/30/22,13:43:00,36
7/30/22,13:45:00,36.5
7/30/22,13:47:00,36.5
7/30/22,13:49:00,36.5
7/30/22,13:51:00,36.5
7/30/22,13:53:00,36.5
7/30/22,13:55:00,36.5
7/30/22,13:57:00,36.5
7/30/22,13:59:00,36.5
7/30/22,14:01:00,37
7/30/22,14:03:00,37
7/30/22,14:05:00,37
7/30/22,14:07:00,37
7/30/22,14:09:00,37
7/30/22,14:11:00,37
7/30/22,14:13:00,37
7/30/22,14:15:00,37
7/30/22,14:17:00,37
7/30/22,14:19:00,37
7/30/22,14:21:00,37
7/30/22,14:23:00,37.5
7/30/22,14:25:00,37.5
7/30/22,14:27:00,37.5
7/30/22,14:29:00,37.5
7/30/22,14:31:00,37.5
7/30/22,14:33:00,37.5
7/30/22,14:35:00,37.5
7/30/22,14:37:00,37.5
7/30/22,14:39:00,37.5
7/30/22,14:41:00,37.5
7/30/22,14:43:00,37.5
7/30/22,14:45:00,37.5
7/30/22,14:47:00,37.5
7/30/22,14:49:00,37.5
7/30/22,14:51:00,37.5
7/30/22,14:53:00,37.5
7/30/22,14:55:00,38
7/30/22,14:57:00,38
7/30/22,14:59:00,38
7/30/22,15:01:00,38
7/30/22,15:03:00,38
7/30/22,15:05:00,38
7/30/22,15:07:00,38
7/30/22,15:09:00,38
7/30/22,15:11:00,38
7/30/22,15:13:00,38
7/30/22,15:15:00,38
7/30/22,15:17:00,38
7/30/22,15:19:00,38
7/30/22,15:21:00,38
7/30/22,15:23:00,38
7/30/22,15:25:00,37.5
7/30/22,15:27:00,37.5
7/30/22,15:29:00,37.5
7/30/22,15:31:00,37.5
7/30/22,15:33:00,37.5
7/30/22,15:35:00,37.5
7/30/22,15:37:00,37.5
7/30/22,15:39:00,37.5
7/30/22,15:41:00,37.5
7/30/22,15:43:00,37.5
7/30/22,15:45:00,37.5
7/30/22,15:47:00,37.5
7/30/22,15:49:00,37.5
7/30/22,15:51:00,37
7/30/22,15:53:00,37
7/30/22,15:55:00,37
7/30/22,15:57:00,37
7/30/22,15:59:00,37
7/30/22,16:01:00,37
7/30/22,16:03:00,37
7/30/22,16:05:00,36.5
7/30/22,16:07:00,36.5
7/30/22,16:09:00,36.5
7/30/22,16:11:00,36.5
7/30/22,16:13:00,36.5
7/30/22,16:15:00,36.5
7/30/22,16:17:00,36
7/30/22,16:19:00,36
7/30/22,16:21:00,36
7/30/22,16:23:00,36
7/30/22,16:25:00,36
7/30/22,16:27:00,35.5
7/30/22,16:29:00,35.5
7/30/22,16:31:00,35.5
7/30/22,16:33:00,35.5
7/30/22,16:35:00,35
7/30/22,16:37:00,35
7/30/22,16:39:00,35
7/30/22,16:41:00,35
7/30/22,16:43:00,35
7/30/22,16:45:00,34.5
7/30/22,16:47:00,34.5
7/30/22,16:49:00,34.5
7/30/22,16:51:00,34.5
7/30/22,16:53:00,34
7/30/22,16:55:00,34
7/30/22,16:57:00,34
7/30/22,16:59:00,33.5
7/30/22,17:01:00,33.5
7/30/22,17:03:00,33.5
7/30/22,17:05:00,33.5
7/30/22,17:07:00,33
7/30/22,17:09:00,33
