,date,time,unit,temperature,condition,species,quadrat,loggertype,datetime
193,7/23/22,12:09:00,C,41.5,B,SP,Q1,iButton,7/23/22 12:09
194,7/23/22,12:11:00,C,41.5,B,SP,Q1,iButton,7/23/22 12:11
195,7/23/22,12:13:00,C,42,B,SP,Q1,iButton,7/23/22 12:13
196,7/23/22,12:15:00,C,41.5,B,SP,Q1,iButton,7/23/22 12:15
197,7/23/22,12:17:00,C,41.5,B,SP,Q1,iButton,7/23/22 12:17
198,7/23/22,12:19:00,C,42,B,SP,Q1,iButton,7/23/22 12:19
199,7/23/22,12:21:00,C,42,B,SP,Q1,iButton,7/23/22 12:21
200,7/23/22,12:23:00,C,42.5,B,SP,Q1,iButton,7/23/22 12:23
201,7/23/22,12:25:00,C,42.5,B,SP,Q1,iButton,7/23/22 12:25
202,7/23/22,12:27:00,C,42.5,B,SP,Q1,iButton,7/23/22 12:27
203,7/23/22,12:29:00,C,42,B,SP,Q1,iButton,7/23/22 12:29
204,7/23/22,12:31:00,C,42,B,SP,Q1,iButton,7/23/22 12:31
205,7/23/22,12:33:00,C,42,B,SP,Q1,iButton,7/23/22 12:33
206,7/23/22,12:35:00,C,42,B,SP,Q1,iButton,7/23/22 12:35
207,7/23/22,12:37:00,C,42,B,SP,Q1,iButton,7/23/22 12:37
208,7/23/22,12:39:00,C,42.5,B,SP,Q1,iButton,7/23/22 12:39
209,7/23/22,12:41:00,C,42.5,B,SP,Q1,iButton,7/23/22 12:41
210,7/23/22,12:43:00,C,42.5,B,SP,Q1,iButton,7/23/22 12:43
211,7/23/22,12:45:00,C,42,B,SP,Q1,iButton,7/23/22 12:45
212,7/23/22,12:47:00,C,42,B,SP,Q1,iButton,7/23/22 12:47
213,7/23/22,12:49:00,C,42,B,SP,Q1,iButton,7/23/22 12:49
214,7/23/22,12:51:00,C,42.5,B,SP,Q1,iButton,7/23/22 12:51
215,7/23/22,12:53:00,C,42.5,B,SP,Q1,iButton,7/23/22 12:53
216,7/23/22,12:55:00,C,42.5,B,SP,Q1,iButton,7/23/22 12:55
217,7/23/22,12:57:00,C,42.5,B,SP,Q1,iButton,7/23/22 12:57
218,7/23/22,12:59:00,C,42.5,B,SP,Q1,iButton,7/23/22 12:59
219,7/23/22,13:01:00,C,42.5,B,SP,Q1,iButton,7/23/22 13:01
220,7/23/22,13:03:00,C,42.5,B,SP,Q1,iButton,7/23/22 13:03
221,7/23/22,13:05:00,C,43,B,SP,Q1,iButton,7/23/22 13:05
222,7/23/22,13:07:00,C,43,B,SP,Q1,iButton,7/23/22 13:07
223,7/23/22,13:09:00,C,43,B,SP,Q1,iButton,7/23/22 13:09
224,7/23/22,13:11:00,C,43,B,SP,Q1,iButton,7/23/22 13:11
225,7/23/22,13:13:00,C,43,B,SP,Q1,iButton,7/23/22 13:13
226,7/23/22,13:15:00,C,43.5,B,SP,Q1,iButton,7/23/22 13:15
227,7/23/22,13:17:00,C,43.5,B,SP,Q1,iButton,7/23/22 13:17
228,7/23/22,13:19:00,C,43,B,SP,Q1,iButton,7/23/22 13:19
229,7/23/22,13:21:00,C,43,B,SP,Q1,iButton,7/23/22 13:21
230,7/23/22,13:23:00,C,43.5,B,SP,Q1,iButton,7/23/22 13:23
231,7/23/22,13:25:00,C,43.5,B,SP,Q1,iButton,7/23/22 13:25
232,7/23/22,13:27:00,C,43.5,B,SP,Q1,iButton,7/23/22 13:27
233,7/23/22,13:29:00,C,43.5,B,SP,Q1,iButton,7/23/22 13:29
234,7/23/22,13:31:00,C,43,B,SP,Q1,iButton,7/23/22 13:31
235,7/23/22,13:33:00,C,43.5,B,SP,Q1,iButton,7/23/22 13:33
236,7/23/22,13:35:00,C,43,B,SP,Q1,iButton,7/23/22 13:35
237,7/23/22,13:37:00,C,43,B,SP,Q1,iButton,7/23/22 13:37
238,7/23/22,13:39:00,C,43.5,B,SP,Q1,iButton,7/23/22 13:39
239,7/23/22,13:41:00,C,43.5,B,SP,Q1,iButton,7/23/22 13:41
240,7/23/22,13:43:00,C,43.5,B,SP,Q1,iButton,7/23/22 13:43
241,7/23/22,13:45:00,C,44,B,SP,Q1,iButton,7/23/22 13:45
242,7/23/22,13:47:00,C,44,B,SP,Q1,iButton,7/23/22 13:47
243,7/23/22,13:49:00,C,44.5,B,SP,Q1,iButton,7/23/22 13:49
244,7/23/22,13:51:00,C,44.5,B,SP,Q1,iButton,7/23/22 13:51
245,7/23/22,13:53:00,C,44.5,B,SP,Q1,iButton,7/23/22 13:53
246,7/23/22,13:55:00,C,45,B,SP,Q1,iButton,7/23/22 13:55
247,7/23/22,13:57:00,C,45,B,SP,Q1,iButton,7/23/22 13:57
248,7/23/22,13:59:00,C,45,B,SP,Q1,iButton,7/23/22 13:59
249,7/23/22,14:01:00,C,45,B,SP,Q1,iButton,7/23/22 14:01
250,7/23/22,14:03:00,C,44,B,SP,Q1,iButton,7/23/22 14:03
251,7/23/22,14:05:00,C,43.5,B,SP,Q1,iButton,7/23/22 14:05
252,7/23/22,14:07:00,C,44.5,B,SP,Q1,iButton,7/23/22 14:07
253,7/23/22,14:09:00,C,44,B,SP,Q1,iButton,7/23/22 14:09
254,7/23/22,14:11:00,C,44,B,SP,Q1,iButton,7/23/22 14:11
255,7/23/22,14:13:00,C,44.5,B,SP,Q1,iButton,7/23/22 14:13
256,7/23/22,14:15:00,C,44.5,B,SP,Q1,iButton,7/23/22 14:15
257,7/23/22,14:17:00,C,44.5,B,SP,Q1,iButton,7/23/22 14:17
258,7/23/22,14:19:00,C,44.5,B,SP,Q1,iButton,7/23/22 14:19
259,7/23/22,14:21:00,C,44.5,B,SP,Q1,iButton,7/23/22 14:21
260,7/23/22,14:23:00,C,44,B,SP,Q1,iButton,7/23/22 14:23
261,7/23/22,14:25:00,C,44,B,SP,Q1,iButton,7/23/22 14:25
262,7/23/22,14:27:00,C,44,B,SP,Q1,iButton,7/23/22 14:27
263,7/23/22,14:29:00,C,44,B,SP,Q1,iButton,7/23/22 14:29
264,7/23/22,14:31:00,C,44.5,B,SP,Q1,iButton,7/23/22 14:31
265,7/23/22,14:33:00,C,44,B,SP,Q1,iButton,7/23/22 14:33
266,7/23/22,14:35:00,C,43.5,B,SP,Q1,iButton,7/23/22 14:35
267,7/23/22,14:37:00,C,43.5,B,SP,Q1,iButton,7/23/22 14:37
268,7/23/22,14:39:00,C,44,B,SP,Q1,iButton,7/23/22 14:39
269,7/23/22,14:41:00,C,43,B,SP,Q1,iButton,7/23/22 14:41
270,7/23/22,14:43:00,C,43,B,SP,Q1,iButton,7/23/22 14:43
271,7/23/22,14:45:00,C,43,B,SP,Q1,iButton,7/23/22 14:45
272,7/23/22,14:47:00,C,43.5,B,SP,Q1,iButton,7/23/22 14:47
273,7/23/22,14:49:00,C,43.5,B,SP,Q1,iButton,7/23/22 14:49
274,7/23/22,14:51:00,C,43.5,B,SP,Q1,iButton,7/23/22 14:51
275,7/23/22,14:53:00,C,43,B,SP,Q1,iButton,7/23/22 14:53
276,7/23/22,14:55:00,C,42.5,B,SP,Q1,iButton,7/23/22 14:55
277,7/23/22,14:57:00,C,42,B,SP,Q1,iButton,7/23/22 14:57
278,7/23/22,14:59:00,C,42,B,SP,Q1,iButton,7/23/22 14:59
279,7/23/22,15:01:00,C,42.5,B,SP,Q1,iButton,7/23/22 15:01
280,7/23/22,15:03:00,C,42.5,B,SP,Q1,iButton,7/23/22 15:03
281,7/23/22,15:05:00,C,43,B,SP,Q1,iButton,7/23/22 15:05
282,7/23/22,15:07:00,C,43,B,SP,Q1,iButton,7/23/22 15:07
283,7/23/22,15:09:00,C,43,B,SP,Q1,iButton,7/23/22 15:09
284,7/23/22,15:11:00,C,42.5,B,SP,Q1,iButton,7/23/22 15:11
285,7/23/22,15:13:00,C,42,B,SP,Q1,iButton,7/23/22 15:13
286,7/23/22,15:15:00,C,41.5,B,SP,Q1,iButton,7/23/22 15:15
287,7/23/22,15:17:00,C,41,B,SP,Q1,iButton,7/23/22 15:17
288,7/23/22,15:19:00,C,41,B,SP,Q1,iButton,7/23/22 15:19
289,7/23/22,15:21:00,C,41,B,SP,Q1,iButton,7/23/22 15:21
290,7/23/22,15:23:00,C,41,B,SP,Q1,iButton,7/23/22 15:23
291,7/23/22,15:25:00,C,41.5,B,SP,Q1,iButton,7/23/22 15:25
292,7/23/22,15:27:00,C,41.5,B,SP,Q1,iButton,7/23/22 15:27
293,7/23/22,15:29:00,C,41.5,B,SP,Q1,iButton,7/23/22 15:29
294,7/23/22,15:31:00,C,41,B,SP,Q1,iButton,7/23/22 15:31
295,7/23/22,15:33:00,C,40,B,SP,Q1,iButton,7/23/22 15:33
296,7/23/22,15:35:00,C,40,B,SP,Q1,iButton,7/23/22 15:35
297,7/23/22,15:37:00,C,40,B,SP,Q1,iButton,7/23/22 15:37
298,7/23/22,15:39:00,C,40,B,SP,Q1,iButton,7/23/22 15:39
299,7/23/22,15:41:00,C,40,B,SP,Q1,iButton,7/23/22 15:41
300,7/23/22,15:43:00,C,39.5,B,SP,Q1,iButton,7/23/22 15:43
301,7/23/22,15:45:00,C,39.5,B,SP,Q1,iButton,7/23/22 15:45
302,7/23/22,15:47:00,C,39,B,SP,Q1,iButton,7/23/22 15:47
303,7/23/22,15:49:00,C,39,B,SP,Q1,iButton,7/23/22 15:49
304,7/23/22,15:51:00,C,38.5,B,SP,Q1,iButton,7/23/22 15:51
305,7/23/22,15:53:00,C,38.5,B,SP,Q1,iButton,7/23/22 15:53
306,7/23/22,15:55:00,C,38.5,B,SP,Q1,iButton,7/23/22 15:55
307,7/23/22,15:57:00,C,38.5,B,SP,Q1,iButton,7/23/22 15:57
308,7/23/22,15:59:00,C,38.5,B,SP,Q1,iButton,7/23/22 15:59
309,7/23/22,16:01:00,C,38.5,B,SP,Q1,iButton,7/23/22 16:01
310,7/23/22,16:03:00,C,38,B,SP,Q1,iButton,7/23/22 16:03
311,7/23/22,16:05:00,C,38,B,SP,Q1,iButton,7/23/22 16:05
312,7/23/22,16:07:00,C,38,B,SP,Q1,iButton,7/23/22 16:07
313,7/23/22,16:09:00,C,38,B,SP,Q1,iButton,7/23/22 16:09
314,7/23/22,16:11:00,C,38,B,SP,Q1,iButton,7/23/22 16:11
315,7/23/22,16:13:00,C,37.5,B,SP,Q1,iButton,7/23/22 16:13
316,7/23/22,16:15:00,C,37.5,B,SP,Q1,iButton,7/23/22 16:15
317,7/23/22,16:17:00,C,37.5,B,SP,Q1,iButton,7/23/22 16:17
318,7/23/22,16:19:00,C,37,B,SP,Q1,iButton,7/23/22 16:19
319,7/23/22,16:21:00,C,37,B,SP,Q1,iButton,7/23/22 16:21
320,7/23/22,16:23:00,C,37,B,SP,Q1,iButton,7/23/22 16:23
321,7/23/22,16:25:00,C,37,B,SP,Q1,iButton,7/23/22 16:25
322,7/23/22,16:27:00,C,36.5,B,SP,Q1,iButton,7/23/22 16:27
323,7/23/22,16:29:00,C,36.5,B,SP,Q1,iButton,7/23/22 16:29
324,7/23/22,16:31:00,C,36,B,SP,Q1,iButton,7/23/22 16:31
325,7/23/22,16:33:00,C,36,B,SP,Q1,iButton,7/23/22 16:33
326,7/23/22,16:35:00,C,35.5,B,SP,Q1,iButton,7/23/22 16:35
327,7/23/22,16:37:00,C,35.5,B,SP,Q1,iButton,7/23/22 16:37
328,7/23/22,16:39:00,C,35.5,B,SP,Q1,iButton,7/23/22 16:39
329,7/23/22,16:41:00,C,35,B,SP,Q1,iButton,7/23/22 16:41
330,7/23/22,16:43:00,C,35,B,SP,Q1,iButton,7/23/22 16:43
331,7/23/22,16:45:00,C,35,B,SP,Q1,iButton,7/23/22 16:45
332,7/23/22,16:47:00,C,34.5,B,SP,Q1,iButton,7/23/22 16:47
